member,bioguide_id,party,state,Immigration_total_score,Immigration_vote_totals,Immigration_mean_score,Immigration_final_score,Healthcare_total_score,Healthcare_vote_totals,Healthcare_mean_score,Healthcare_final_score,Taxes_spending_budget_total_score,Taxes_spending_budget_vote_totals,Taxes_spending_budget_mean_score,Taxes_spending_budget_final_score,Education_total_score,Education_vote_totals,Education_mean_score,Education_final_score,Climate_environment_total_score,Climate_environment_vote_totals,Climate_environment_mean_score,Climate_environment_final_score,Nominations_total_score,Nominations_vote_totals,Nominations_mean_score,Nominations_final_score,Entitlements_welfare_total_score,Entitlements_welfare_vote_totals,Entitlements_welfare_mean_score,Entitlements_welfare_final_score,Military_national_security_total_score,Military_national_security_vote_totals,Military_national_security_mean_score,Military_national_security_final_score,Technology_total_score,Technology_vote_totals,Technology_mean_score,Technology_final_score,Business_employment_total_score,Business_employment_vote_totals,Business_employment_mean_score,Business_employment_final_score,Miscellaneous_total_score,Miscellaneous_vote_totals,Miscellaneous_mean_score,Miscellaneous_final_score
Roy,R000614,R,TX,12,12,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,25,27,0.925926,85.1852,9,11,0.818182,63.6364,20,20,1.0,100.0,22,22,1.0,100.0,23,24,0.958333,91.6667,26,26,1.0,100.0,10,10,1.0,100.0,19,23,0.826087,65.2174
Roybal-Allard,R000486,D,CA,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
Ruiz,R000599,D,CA,0,12,0.0,-100.0,2,15,0.133333,-73.3333,1,12,0.083333,-83.3333,2,27,0.074074,-85.1852,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,2,23,0.086957,-82.6087,2,26,0.076923,-84.6154,0,10,0.0,-100.0,2,21,0.095238,-80.9524
Ruppersberger,R000576,D,MD,0,10,0.0,-100.0,0,7,0.0,-100.0,0,7,0.0,-100.0,0,8,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,1,13,0.076923,-84.6154,0,21,0.0,-100.0,0,9,0.0,-100.0,2,9,0.222222,-55.5556
Rush,R000515,D,IL,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,5,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,7,0.0,-100.0,0,7,0.0,-100.0
Rutherford,R000609,R,FL,9,12,0.75,50.0,12,13,0.923077,84.6154,9,11,0.818182,63.6364,20,24,0.833333,66.6667,10,11,0.909091,81.8182,17,20,0.85,70.0,21,22,0.954545,90.9091,18,21,0.857143,71.4286,24,26,0.923077,84.6154,8,10,0.8,60.0,18,20,0.9,80.0
Ryan (NY),R000579,D,NY,3,6,0.5,0.0,3,9,0.333333,-33.3333,1,7,0.142857,-71.4286,4,22,0.181818,-63.6364,1,6,0.166667,-66.6667,0,15,0.0,-100.0,0,15,0.0,-100.0,3,19,0.157895,-68.4211,2,14,0.142857,-71.4286,0,4,0.0,-100.0,4,16,0.25,-50.0
Ryan (OH),R000577,D,OH,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
Salazar,S000168,R,FL,5,6,0.833333,66.6667,10,12,0.833333,66.6667,9,9,1.0,100.0,23,23,1.0,100.0,6,11,0.545455,9.0909,15,16,0.9375,87.5,15,17,0.882353,76.4706,17,20,0.85,70.0,15,21,0.714286,42.8571,8,10,0.8,60.0,16,18,0.888889,77.7778
Sánchez,S001156,D,CA,0,10,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,22,0.0,-100.0
Sarbanes,S001168,D,MD,0,10,0.0,-100.0,0,7,0.0,-100.0,0,7,0.0,-100.0,0,8,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,13,0.0,-100.0,0,21,0.0,-100.0,0,9,0.0,-100.0,0,9,0.0,-100.0
Scalise,S001176,R,LA,11,12,0.916667,83.3333,13,15,0.866667,73.3333,12,12,1.0,100.0,27,27,1.0,100.0,11,11,1.0,100.0,19,20,0.95,90.0,21,22,0.954545,90.9091,23,23,1.0,100.0,21,26,0.807692,61.5385,10,10,1.0,100.0,19,21,0.904762,80.9524
Scanlon,S001205,D,PA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Schakowsky,S001145,D,IL,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,17,0.0,-100.0,0,19,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Schiff,S001150,D,CA,0,10,0.0,-100.0,0,7,0.0,-100.0,0,7,0.0,-100.0,0,8,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,12,0.0,-100.0,0,21,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
Schneider,S001190,D,IL,0,12,0.0,-100.0,2,15,0.133333,-73.3333,1,12,0.083333,-83.3333,2,27,0.074074,-85.1852,1,11,0.090909,-81.8182,0,17,0.0,-100.0,0,22,0.0,-100.0,1,24,0.041667,-91.6667,2,26,0.076923,-84.6154,0,10,0.0,-100.0,0,23,0.0,-100.0
Schrader,S001180,D,OR,0,7,0.0,-100.0,0,6,0.0,-100.0,0,5,0.0,-100.0,0,4,0.0,-100.0,2,7,0.285714,-42.8571,0,6,0.0,-100.0,0,10,0.0,-100.0,0,10,0.0,-100.0,1,19,0.052632,-89.4737,0,9,0.0,-100.0,0,7,0.0,-100.0
Schrier,S001216,D,WA,0,12,0.0,-100.0,1,15,0.066667,-86.6667,0,12,0.0,-100.0,4,27,0.148148,-70.3704,2,11,0.181818,-63.6364,3,20,0.15,-70.0,0,22,0.0,-100.0,2,24,0.083333,-83.3333,2,26,0.076923,-84.6154,0,10,0.0,-100.0,4,23,0.173913,-65.2174
Schweikert,S001183,R,AZ,11,12,0.916667,83.3333,15,15,1.0,100.0,9,11,0.818182,63.6364,27,27,1.0,100.0,10,11,0.909091,81.8182,20,20,1.0,100.0,22,22,1.0,100.0,24,24,1.0,100.0,23,26,0.884615,76.9231,10,10,1.0,100.0,19,21,0.904762,80.9524
Scott (VA),S000185,D,VA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,1,24,0.041667,-91.6667,0,26,0.0,-100.0,0,10,0.0,-100.0,2,23,0.086957,-82.6087
"Scott, Austin",S001189,R,GA,8,10,0.8,60.0,13,15,0.866667,73.3333,10,12,0.833333,66.6667,24,26,0.923077,84.6154,10,11,0.909091,81.8182,20,20,1.0,100.0,22,22,1.0,100.0,22,22,1.0,100.0,26,26,1.0,100.0,10,10,1.0,100.0,22,22,1.0,100.0
"Scott, David",S001157,D,GA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,1,24,0.041667,-91.6667,2,26,0.076923,-84.6154,0,10,0.0,-100.0,2,23,0.086957,-82.6087
Sempolinski,S001219,R,NY,1,1,1.0,100.0,0,0,0.0,0.0,1,1,1.0,100.0,1,1,1.0,100.0,2,2,1.0,100.0,1,1,1.0,100.0,5,5,1.0,100.0,5,6,0.833333,66.6667,2,7,0.285714,-42.8571,3,3,1.0,100.0,0,0,0.0,0.0
Sessions,S000250,R,TX,6,6,1.0,100.0,13,13,1.0,100.0,10,10,1.0,100.0,25,25,1.0,100.0,11,11,1.0,100.0,17,17,1.0,100.0,21,21,1.0,100.0,22,22,1.0,100.0,23,23,1.0,100.0,10,10,1.0,100.0,20,20,1.0,100.0
Sewell,S001185,D,AL,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,2,25,0.08,-84.0,2,11,0.181818,-63.6364,3,20,0.15,-70.0,0,22,0.0,-100.0,3,23,0.130435,-73.913,2,26,0.076923,-84.6154,0,10,0.0,-100.0,6,23,0.26087,-47.8261
Sherman,S000344,D,CA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Sherrill,S001207,D,NJ,3,12,0.25,-50.0,3,12,0.25,-50.0,1,9,0.111111,-77.7778,4,19,0.210526,-57.8947,1,10,0.1,-80.0,0,16,0.0,-100.0,0,19,0.0,-100.0,2,20,0.1,-80.0,2,23,0.086957,-82.6087,0,10,0.0,-100.0,2,18,0.111111,-77.7778
Simpson,S001148,R,ID,7,11,0.636364,27.2727,10,13,0.769231,53.8462,9,12,0.75,50.0,23,27,0.851852,70.3704,8,11,0.727273,45.4545,15,20,0.75,50.0,19,22,0.863636,72.7273,20,24,0.833333,66.6667,18,26,0.692308,38.4615,8,10,0.8,60.0,20,23,0.869565,73.913
Sires,S001165,D,NJ,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
Slotkin,S001208,D,MI,0,10,0.0,-100.0,1,7,0.142857,-71.4286,0,7,0.0,-100.0,2,8,0.25,-50.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,2,13,0.153846,-69.2308,2,21,0.095238,-80.9524,0,9,0.0,-100.0,2,9,0.222222,-55.5556
Smith (MO),S001195,R,MO,12,12,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,27,27,1.0,100.0,11,11,1.0,100.0,20,20,1.0,100.0,22,22,1.0,100.0,23,23,1.0,100.0,23,26,0.884615,76.9231,10,10,1.0,100.0,21,21,1.0,100.0
Smith (NE),S001172,R,NE,12,12,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,26,27,0.962963,92.5926,11,11,1.0,100.0,20,20,1.0,100.0,22,22,1.0,100.0,22,24,0.916667,83.3333,23,26,0.884615,76.9231,10,10,1.0,100.0,23,23,1.0,100.0
Smith (NJ),S000522,R,NJ,5,12,0.416667,-16.6667,11,15,0.733333,46.6667,10,12,0.833333,66.6667,25,27,0.925926,85.1852,9,11,0.818182,63.6364,17,20,0.85,70.0,21,22,0.954545,90.9091,21,24,0.875,75.0,18,26,0.692308,38.4615,10,10,1.0,100.0,19,23,0.826087,65.2174
Smith (WA),S000510,D,WA,0,11,0.0,-100.0,0,13,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,1,24,0.041667,-91.6667,2,26,0.076923,-84.6154,0,10,0.0,-100.0,0,23,0.0,-100.0
Smucker,S001199,R,PA,8,12,0.666667,33.3333,13,15,0.866667,73.3333,10,12,0.833333,66.6667,26,27,0.962963,92.5926,11,11,1.0,100.0,19,19,1.0,100.0,20,20,1.0,100.0,24,24,1.0,100.0,23,26,0.884615,76.9231,10,10,1.0,100.0,23,23,1.0,100.0
Soto,S001200,D,FL,0,12,0.0,-100.0,2,14,0.142857,-71.4286,1,12,0.083333,-83.3333,2,25,0.08,-84.0,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,3,24,0.125,-75.0,2,26,0.076923,-84.6154,0,10,0.0,-100.0,4,23,0.173913,-65.2174
Spanberger,S001209,D,VA,3,10,0.3,-40.0,0,7,0.0,-100.0,0,7,0.0,-100.0,0,8,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,1,13,0.076923,-84.6154,2,21,0.095238,-80.9524,0,9,0.0,-100.0,0,9,0.0,-100.0
Spartz,S000929,R,IN,6,6,1.0,100.0,13,13,1.0,100.0,9,9,1.0,100.0,24,24,1.0,100.0,10,11,0.909091,81.8182,17,17,1.0,100.0,19,19,1.0,100.0,22,22,1.0,100.0,20,23,0.869565,73.913,8,8,1.0,100.0,18,20,0.9,80.0
Speier,S001175,D,CA,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
Stansbury,S001218,D,NM,0,6,0.0,-100.0,0,13,0.0,-100.0,0,9,0.0,-100.0,0,25,0.0,-100.0,0,11,0.0,-100.0,0,14,0.0,-100.0,0,16,0.0,-100.0,0,19,0.0,-100.0,0,20,0.0,-100.0,0,10,0.0,-100.0,0,20,0.0,-100.0
Stanton,S001211,D,AZ,0,12,0.0,-100.0,3,15,0.2,-60.0,1,12,0.083333,-83.3333,4,25,0.16,-68.0,1,11,0.090909,-81.8182,3,20,0.15,-70.0,0,22,0.0,-100.0,2,24,0.083333,-83.3333,2,26,0.076923,-84.6154,0,9,0.0,-100.0,2,23,0.086957,-82.6087
Stauber,S001212,R,MN,10,12,0.833333,66.6667,13,15,0.866667,73.3333,10,12,0.833333,66.6667,26,27,0.962963,92.5926,11,11,1.0,100.0,19,20,0.95,90.0,22,22,1.0,100.0,20,24,0.833333,66.6667,22,26,0.846154,69.2308,10,10,1.0,100.0,21,23,0.913043,82.6087
Steel,S001135,R,CA,3,4,0.75,50.0,5,5,1.0,100.0,5,5,1.0,100.0,6,6,1.0,100.0,7,9,0.777778,55.5556,3,3,1.0,100.0,11,11,1.0,100.0,10,10,1.0,100.0,15,18,0.833333,66.6667,9,9,1.0,100.0,4,4,1.0,100.0
Stefanik,S001196,R,NY,4,10,0.4,-20.0,13,15,0.866667,73.3333,10,12,0.833333,66.6667,25,27,0.925926,85.1852,11,11,1.0,100.0,14,17,0.823529,64.7059,18,19,0.947368,89.4737,19,21,0.904762,80.9524,18,24,0.75,50.0,10,10,1.0,100.0,19,22,0.863636,72.7273
Steil,S001213,R,WI,11,12,0.916667,83.3333,13,15,0.866667,73.3333,12,12,1.0,100.0,27,27,1.0,100.0,11,11,1.0,100.0,19,20,0.95,90.0,21,22,0.954545,90.9091,24,24,1.0,100.0,24,26,0.923077,84.6154,10,10,1.0,100.0,21,23,0.913043,82.6087
Steube,S001214,R,FL,9,9,1.0,100.0,14,14,1.0,100.0,11,11,1.0,100.0,23,25,0.92,84.0,10,11,0.909091,81.8182,18,19,0.947368,89.4737,18,18,1.0,100.0,23,24,0.958333,91.6667,26,26,1.0,100.0,10,10,1.0,100.0,19,23,0.826087,65.2174
Stevens,S001215,D,MI,0,12,0.0,-100.0,2,15,0.133333,-73.3333,1,12,0.083333,-83.3333,2,27,0.074074,-85.1852,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Stewart,S001192,R,UT,8,8,1.0,100.0,7,7,1.0,100.0,6,7,0.857143,71.4286,7,7,1.0,100.0,8,9,0.888889,77.7778,5,6,0.833333,66.6667,10,12,0.833333,66.6667,11,11,1.0,100.0,16,19,0.842105,68.4211,7,9,0.777778,55.5556,5,7,0.714286,42.8571
Strickland,S001159,D,WA,0,6,0.0,-100.0,2,13,0.153846,-69.2308,1,10,0.1,-80.0,2,25,0.08,-84.0,1,11,0.090909,-81.8182,0,17,0.0,-100.0,0,21,0.0,-100.0,2,22,0.090909,-81.8182,2,23,0.086957,-82.6087,0,10,0.0,-100.0,2,20,0.1,-80.0
Suozzi,S001201,D,NY,0,9,0.0,-100.0,2,13,0.153846,-69.2308,1,11,0.090909,-81.8182,7,25,0.28,-44.0,1,9,0.111111,-77.7778,4,18,0.222222,-55.5556,2,22,0.090909,-81.8182,5,24,0.208333,-58.3333,2,26,0.076923,-84.6154,0,10,0.0,-100.0,5,23,0.217391,-56.5217
Swalwell,S001193,D,CA,0,12,0.0,-100.0,2,11,0.181818,-63.6364,1,11,0.090909,-81.8182,2,17,0.117647,-76.4706,1,11,0.090909,-81.8182,0,19,0.0,-100.0,0,21,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,10,0.0,-100.0,0,16,0.0,-100.0
Takano,T000472,D,CA,0,12,0.0,-100.0,0,13,0.0,-100.0,0,11,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Taylor,T000479,R,TX,4,7,0.571429,14.2857,6,6,1.0,100.0,4,6,0.666667,33.3333,5,6,0.833333,66.6667,7,7,1.0,100.0,6,6,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,19,19,1.0,100.0,9,9,1.0,100.0,7,7,1.0,100.0
Tenney,T000478,R,NY,6,6,1.0,100.0,13,13,1.0,100.0,10,10,1.0,100.0,25,25,1.0,100.0,11,11,1.0,100.0,17,17,1.0,100.0,21,21,1.0,100.0,21,22,0.954545,90.9091,21,23,0.913043,82.6087,10,10,1.0,100.0,20,20,1.0,100.0
Thompson (CA),T000460,D,CA,0,12,0.0,-100.0,1,15,0.066667,-86.6667,0,12,0.0,-100.0,4,27,0.148148,-70.3704,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,1,24,0.041667,-91.6667,0,26,0.0,-100.0,0,10,0.0,-100.0,2,23,0.086957,-82.6087
Thompson (MS),T000193,D,MS,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,26,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,21,0.0,-100.0,2,22,0.090909,-81.8182,0,24,0.0,-100.0,0,10,0.0,-100.0,4,23,0.173913,-65.2174
Thompson (PA),T000467,R,PA,9,12,0.75,50.0,11,15,0.733333,46.6667,10,12,0.833333,66.6667,22,25,0.88,76.0,9,11,0.818182,63.6364,18,19,0.947368,89.4737,18,19,0.947368,89.4737,20,23,0.869565,73.913,19,24,0.791667,58.3333,10,10,1.0,100.0,20,23,0.869565,73.913
Tiffany,T000165,R,WI,9,9,1.0,100.0,13,13,1.0,100.0,12,12,1.0,100.0,26,26,1.0,100.0,11,11,1.0,100.0,17,17,1.0,100.0,21,21,1.0,100.0,20,20,1.0,100.0,22,22,1.0,100.0,10,10,1.0,100.0,20,20,1.0,100.0
Timmons,T000480,R,SC,11,11,1.0,100.0,15,15,1.0,100.0,10,10,1.0,100.0,26,26,1.0,100.0,10,11,0.909091,81.8182,18,18,1.0,100.0,22,22,1.0,100.0,24,24,1.0,100.0,25,25,1.0,100.0,10,10,1.0,100.0,19,21,0.904762,80.9524
Titus,T000468,D,NV,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,2,27,0.074074,-85.1852,1,11,0.090909,-81.8182,3,19,0.157895,-68.4211,0,20,0.0,-100.0,1,24,0.041667,-91.6667,2,26,0.076923,-84.6154,0,10,0.0,-100.0,0,23,0.0,-100.0
Tlaib,T000481,D,MI,1,12,0.083333,-83.3333,1,15,0.066667,-86.6667,2,11,0.181818,-63.6364,0,27,0.0,-100.0,2,11,0.181818,-63.6364,3,20,0.15,-70.0,0,20,0.0,-100.0,1,21,0.047619,-90.4762,3,26,0.115385,-76.9231,0,10,0.0,-100.0,2,23,0.086957,-82.6087
Tonko,T000469,D,NY,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,1,23,0.043478,-91.3043,0,24,0.0,-100.0,0,10,0.0,-100.0,2,23,0.086957,-82.6087
Torres (CA),T000474,D,CA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,11,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,20,0.0,-100.0,3,24,0.125,-75.0,4,26,0.153846,-69.2308,0,10,0.0,-100.0,2,23,0.086957,-82.6087
Torres (NY),T000486,D,NY,0,6,0.0,-100.0,2,13,0.153846,-69.2308,1,10,0.1,-80.0,2,25,0.08,-84.0,1,11,0.090909,-81.8182,3,17,0.176471,-64.7059,0,21,0.0,-100.0,0,21,0.0,-100.0,0,19,0.0,-100.0,0,10,0.0,-100.0,0,20,0.0,-100.0
Trahan,T000482,D,MA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,2,27,0.074074,-85.1852,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,22,0.0,-100.0,0,23,0.0,-100.0,0,24,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Trone,T000483,D,MD,0,10,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,8,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,10,0.0,-100.0,2,13,0.153846,-69.2308,2,21,0.095238,-80.9524,0,9,0.0,-100.0,2,8,0.25,-50.0
Turner,T000463,R,OH,9,12,0.75,50.0,10,15,0.666667,33.3333,9,12,0.75,50.0,23,27,0.851852,70.3704,8,11,0.727273,45.4545,17,20,0.85,70.0,15,22,0.681818,36.3636,20,24,0.833333,66.6667,21,26,0.807692,61.5385,4,10,0.4,-20.0,18,23,0.782609,56.5217
Underwood,U000040,D,IL,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Upton,U000031,R,MI,2,7,0.285714,-42.8571,1,6,0.166667,-66.6667,3,6,0.5,0.0,3,6,0.5,0.0,3,7,0.428571,-14.2857,3,6,0.5,0.0,3,12,0.25,-50.0,5,11,0.454545,-9.0909,9,19,0.473684,-5.2632,4,9,0.444444,-11.1111,3,7,0.428571,-14.2857
Valadao,V000129,R,CA,5,6,0.833333,66.6667,11,13,0.846154,69.2308,9,10,0.9,80.0,24,24,1.0,100.0,8,11,0.727273,45.4545,17,17,1.0,100.0,19,21,0.904762,80.9524,21,22,0.954545,90.9091,18,23,0.782609,56.5217,6,8,0.75,50.0,19,20,0.95,90.0
Van Drew,V000133,R,NJ,6,12,0.5,0.0,13,15,0.866667,73.3333,10,12,0.833333,66.6667,25,27,0.925926,85.1852,9,11,0.818182,63.6364,17,20,0.85,70.0,21,22,0.954545,90.9091,21,24,0.875,75.0,21,26,0.807692,61.5385,10,10,1.0,100.0,19,23,0.826087,65.2174
Van Duyne,V000134,R,TX,6,6,1.0,100.0,13,13,1.0,100.0,10,10,1.0,100.0,25,25,1.0,100.0,11,11,1.0,100.0,17,17,1.0,100.0,21,21,1.0,100.0,21,22,0.954545,90.9091,21,23,0.913043,82.6087,10,10,1.0,100.0,20,20,1.0,100.0
Vargas,V000130,D,CA,0,10,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,24,0.0,-100.0,0,11,0.0,-100.0,3,20,0.15,-70.0,1,19,0.052632,-89.4737,1,22,0.045455,-90.9091,5,26,0.192308,-61.5385,0,8,0.0,-100.0,2,23,0.086957,-82.6087
Veasey,V000131,D,TX,0,12,0.0,-100.0,3,15,0.2,-60.0,1,12,0.083333,-83.3333,4,27,0.148148,-70.3704,2,11,0.181818,-63.6364,2,20,0.1,-80.0,1,22,0.045455,-90.9091,2,24,0.083333,-83.3333,2,26,0.076923,-84.6154,0,10,0.0,-100.0,4,23,0.173913,-65.2174
Velázquez,V000081,D,NY,0,10,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,1,20,0.05,-90.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,2,22,0.090909,-81.8182
Wagner,W000812,R,MO,8,10,0.8,60.0,13,15,0.866667,73.3333,10,12,0.833333,66.6667,23,26,0.884615,76.9231,11,11,1.0,100.0,19,20,0.95,90.0,21,22,0.954545,90.9091,19,23,0.826087,65.2174,17,24,0.708333,41.6667,10,10,1.0,100.0,21,23,0.913043,82.6087
Walberg,W000798,R,MI,11,12,0.916667,83.3333,13,15,0.866667,73.3333,12,12,1.0,100.0,24,27,0.888889,77.7778,11,11,1.0,100.0,20,20,1.0,100.0,22,22,1.0,100.0,21,24,0.875,75.0,26,26,1.0,100.0,10,10,1.0,100.0,23,23,1.0,100.0
Waltz,W000823,R,FL,7,10,0.7,40.0,5,7,0.714286,42.8571,7,7,1.0,100.0,7,8,0.875,75.0,9,9,1.0,100.0,4,5,0.8,60.0,12,12,1.0,100.0,11,11,1.0,100.0,18,21,0.857143,71.4286,9,9,1.0,100.0,7,9,0.777778,55.5556
Wasserman Schultz,W000797,D,FL,0,11,0.0,-100.0,0,13,0.0,-100.0,0,12,0.0,-100.0,2,24,0.083333,-83.3333,1,11,0.090909,-81.8182,0,20,0.0,-100.0,0,19,0.0,-100.0,1,22,0.045455,-90.9091,2,26,0.076923,-84.6154,0,10,0.0,-100.0,0,19,0.0,-100.0
Waters,W000187,D,CA,0,12,0.0,-100.0,0,15,0.0,-100.0,0,10,0.0,-100.0,0,27,0.0,-100.0,0,11,0.0,-100.0,0,16,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,23,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Watson Coleman,W000822,D,NJ,0,12,0.0,-100.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,25,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,22,0.0,-100.0,0,24,0.0,-100.0,0,26,0.0,-100.0,0,10,0.0,-100.0,0,23,0.0,-100.0
Weber (TX),W000814,R,TX,12,12,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,24,24,1.0,100.0,11,11,1.0,100.0,20,20,1.0,100.0,19,19,1.0,100.0,24,24,1.0,100.0,26,26,1.0,100.0,10,10,1.0,100.0,23,23,1.0,100.0
Webster (FL),W000806,R,FL,12,12,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,27,27,1.0,100.0,11,11,1.0,100.0,20,20,1.0,100.0,22,22,1.0,100.0,23,24,0.958333,91.6667,24,26,0.923077,84.6154,10,10,1.0,100.0,23,23,1.0,100.0
Welch,W000800,D,VT,0,7,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,6,0.0,-100.0,0,7,0.0,-100.0,0,6,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,7,0.0,-100.0
